StableId	Symbol	t
ENSG00000211940	IGHV3-9	4.189829691
ENSG00000256018	HIST1H3G	4.141804719
ENSG00000124664	SPDEF	4.132170079
ENSG00000163519	TRAT1	4.100128197
ENSG00000091317	CMTM6	4.095351072
ENSG00000173890	GPR160	4.094339009
ENSG00000091490	SEL1L3	4.093673003
ENSG00000124406	ATP8A1	4.086949136
ENSG00000229164	TRAC	4.142527554
ENSG00000105851	PIK3CG	4.078712401
ENSG00000182162	P2RY8	4.076897048
ENSG00000081803	CADPS2	4.057002934
ENSG00000016490	CLCA1	4.053855294
ENSG00000183918	SH2D1A	4.042874679
ENSG00000164938	TP53INP1	4.038069632
ENSG00000143578	CREB3L4	4.037568275
ENSG00000232810	TNF	4.034428643
ENSG00000116406	EDEM3	4.03417703
ENSG00000163131	CTSS	4.016783533
ENSG00000158517	NCF1	3.998343746
ENSG00000137078	SIT1	3.997903144
ENSG00000101333	PLCB4	3.997522767
ENSG00000126246	IGFLR1	3.980519873
ENSG00000174236	REP15	3.972504953
ENSG00000157613	CREB3L1	3.965918409
ENSG00000197459	HIST1H2BH	3.964899929
ENSG00000166391	MOGAT2	3.964599206
ENSG00000184588	PDE4B	3.964464846
ENSG00000107242	PIP5K1B	3.961498393
ENSG00000211642	IGLV10-54	3.891751251
ENSG00000140009	ESR2	3.959023754
ENSG00000115339	GALNT3	3.955496044
ENSG00000173402	DAG1	3.94825943
ENSG00000226950	DANCR	4.067510034
ENSG00000188404	SELL	3.943270869
ENSG00000204335	SP5	3.942617319
ENSG00000168242	HIST1H2BI	3.942591385
ENSG00000196371	FUT4	3.942082818
ENSG00000130775	THEMIS2	3.941507191
ENSG00000247774	PCED1B-AS1	3.922605558
ENSG00000250264	TAP2	3.913347423
ENSG00000090920	FCGBP	3.889787992
ENSG00000167286	CD3D	3.886664603
ENSG00000163600	ICOS	3.882635287
ENSG00000110244	APOA4	3.881999914
ENSG00000172578	KLHL6	3.880891138
ENSG00000117091	CD48	3.877749955
ENSG00000143851	PTPN7	3.877206079
ENSG00000185862	EVI2B	3.876161125
ENSG00000116771	AGMAT	3.865303111
ENSG00000189377	CXCL17	3.862604419
ENSG00000064763	FAR2	3.86229632
ENSG00000112486	CCR6	3.862111312
ENSG00000107099	DOCK8	3.859531752
ENSG00000187210	GCNT1	3.845748691
ENSG00000117215	PLA2G2D	3.844952796
ENSG00000105989	WNT2	3.842850431
ENSG00000110324	IL10RA	3.840168332
ENSG00000158201	ABHD3	3.83227361
ENSG00000079263	SP140	3.819641457
ENSG00000181847	TIGIT	3.811129906
ENSG00000171522	PTGER4	3.810436262
ENSG00000184005	ST6GALNAC3	3.809229664
ENSG00000170915	PAQR8	3.807803339
ENSG00000139292	LGR5	3.804054853
ENSG00000153283	CD96	3.803398256
ENSG00000185811	IKZF1	3.802665965
ENSG00000113263	ITK	3.802585749
ENSG00000175538	KCNE3	3.799798015
ENSG00000144354	CDCA7	3.794502999
ENSG00000142168	SOD1	3.790487739
ENSG00000166278	C2	3.788467853
ENSG00000186265	BTLA	3.771830306
ENSG00000172673	THEMIS	3.76825883
ENSG00000005844	ITGAL	3.765685966
ENSG00000221955	SLC12A8	3.762783351
ENSG00000125910	S1PR4	3.729460695
ENSG00000188959	C9orf152	3.728784681
ENSG00000155660	PDIA4	3.725697244
ENSG00000165168	CYBB	3.72257506
ENSG00000100473	COCH	3.71664734
ENSG00000198851	CD3E	3.703129672
ENSG00000166501	PRKCB	3.69024089
ENSG00000021300	PLEKHB1	3.68448768
ENSG00000065833	ME1	3.683801953
ENSG00000172215	CXCR6	3.68304914
ENSG00000164691	TAGAP	3.6828617
ENSG00000205038	PKHD1L1	3.682136337
ENSG00000188263	IL17REL	3.670934202
ENSG00000106178	CCL24	3.669949648
ENSG00000143554	SLC27A3	3.664380251
ENSG00000101916	TLR8	3.66219262
ENSG00000006042	TMEM98	3.640226329
ENSG00000117090	SLAMF1	3.638347436
ENSG00000148735	PLEKHS1	3.630733508
ENSG00000249853	HS3ST5	3.629031171
ENSG00000163376	KBTBD8	3.613603837
ENSG00000064651	SLC12A2	3.608332613
ENSG00000134028	ADAMDEC1	3.607042614
ENSG00000162437	RAVER2	3.590986697
ENSG00000188820	FAM26F	3.574990922
ENSG00000263429	LINC00675	3.571459513
ENSG00000122223	CD244	3.570726811
ENSG00000111912	NCOA7	3.566229829
ENSG00000175463	TBC1D10C	3.550165161
ENSG00000160185	UBASH3A	3.549950379
ENSG00000264198	RP11-94L15.2	3.776280126
ENSG00000222033	AC007405.2	3.549119648
ENSG00000135773	CAPN9	3.546050756
ENSG00000134061	CD180	3.539977133
ENSG00000187824	TMEM220	3.53909719
ENSG00000184348	HIST1H2AK	3.521117893
ENSG00000162676	GFI1	3.519872671
ENSG00000122711	SPINK4	3.518116898
ENSG00000121966	CXCR4	3.515603082
ENSG00000049768	FOXP3	3.51540834
ENSG00000169891	REPS2	3.513002276
ENSG00000056736	IL17RB	3.511970668
ENSG00000135324	MRAP2	3.508468997
ENSG00000140968	IRF8	3.505509191
ENSG00000180096	SEPT1	3.494777801
ENSG00000126353	CCR7	3.491116608
ENSG00000124203	ZNF831	3.458925295
ENSG00000122122	SASH3	3.454597007
ENSG00000244255	CFB	3.440207816
ENSG00000066185	ZMYND12	3.43593246
ENSG00000226471	CTA-292E10.6	3.539531375
ENSG00000120262	CCDC170	3.427362947
ENSG00000184530	C6orf58	3.416535427
ENSG00000183813	CCR4	3.41169096
ENSG00000217648	RP1-95L4.4	-3.487597017
ENSG00000101445	PPP1R16B	3.404224071
ENSG00000125384	PTGER2	3.394026494
ENSG00000247679	RP11-1277A3.1	-3.503415794
ENSG00000169962	TAS1R3	3.393477383
ENSG00000163508	EOMES	3.391118496
ENSG00000095585	BLNK	3.38440315
ENSG00000141448	GATA6	3.382399017
ENSG00000164690	SHH	3.381968417
ENSG00000173762	CD7	3.377543898
ENSG00000019582	CD74	3.374371041
ENSG00000176890	TYMS	3.36821844
ENSG00000179934	CCR8	3.364076646
ENSG00000109084	TMEM97	3.35957103
ENSG00000131378	RFTN1	3.35743661
ENSG00000129173	E2F8	3.354469883
ENSG00000174946	GPR171	3.354060299
ENSG00000204876	AC021218.2	3.351499842
ENSG00000013725	CD6	3.351241585
ENSG00000246263	KB-431C1.4	3.511204036
ENSG00000163599	CTLA4	3.349778978
ENSG00000241399	CD302	3.347699565
ENSG00000138821	SLC39A8	3.346718985
ENSG00000173208	ABCD2	3.346432925
ENSG00000156398	SFXN2	3.344790146
ENSG00000101194	SLC17A9	3.342919253
ENSG00000121380	BCL2L14	3.332777378
ENSG00000124233	SEMG1	3.322718204
ENSG00000014257	ACPP	3.319556944
ENSG00000179841	AKAP5	3.317556661
ENSG00000081237	PTPRC	3.313958551
ENSG00000204219	TCEA3	3.309116627
ENSG00000172469	MANEA	3.303811997
ENSG00000077274	CAPN6	3.300195606
ENSG00000073849	ST6GAL1	3.299509306
ENSG00000189212	DPY19L2P1	-3.367344594
ENSG00000258818	RNASE4	3.296833895
ENSG00000106537	TSPAN13	3.296674649
ENSG00000153563	CD8A	3.296316767
ENSG00000168646	AXIN2	3.293182293
ENSG00000113088	GZMK	3.287269683
ENSG00000095587	TLL2	3.283589182
ENSG00000198518	HIST1H4E	3.272703152
ENSG00000105246	EBI3	3.272657176
ENSG00000248449	PCDHGB8P	-3.413540595
ENSG00000073464	CLCN4	3.271996587
ENSG00000181617	FDCSP	3.269457852
ENSG00000150750	C11orf53	3.266299107
ENSG00000186603	HPDL	3.261880615
ENSG00000238133	MLK7-AS1	3.396940862
ENSG00000228278	ORM2	3.261835341
ENSG00000153064	BANK1	3.260072733
ENSG00000085276	MECOM	3.257506091
ENSG00000189223	AC016683.6	-3.53317386
ENSG00000147138	GPR174	3.247008033
ENSG00000078579	FGF20	3.243574022
ENSG00000151892	GFRA1	3.241334819
ENSG00000072954	TMEM38A	3.236313602
ENSG00000255833	TIFAB	3.227270864
ENSG00000259158	ADAM20P1	-3.264388726
ENSG00000256316	HIST1H3F	3.225262963
ENSG00000198366	HIST1H3A	3.224761804
ENSG00000165092	ALDH1A1	3.224162166
ENSG00000164440	TXLNB	3.218261929
ENSG00000169508	GPR183	3.215707849
ENSG00000186205	MARC1	3.213799372
ENSG00000070526	ST6GALNAC1	3.208871906
ENSG00000115616	SLC9A2	3.207416012
ENSG00000213886	UBD	3.195764201
ENSG00000066405	CLDN18	3.194253149
ENSG00000182572	HIST1H3I	3.191290185
ENSG00000187908	DMBT1	3.186333227
ENSG00000147257	GPC3	3.184915803
ENSG00000124693	HIST1H3B	3.184793528
ENSG00000104432	IL7	3.177780099
ENSG00000168274	HIST1H2AE	3.173663703
ENSG00000126264	HCST	3.17323078
ENSG00000116761	CTH	3.16342151
ENSG00000129277	CCL4	3.162094096
ENSG00000128610	FEZF1	3.161838407
ENSG00000145777	TSLP	3.155977978
ENSG00000163630	SYNPR	3.154124633
ENSG00000164649	CDCA7L	3.152942676
ENSG00000260075	NSFP1	3.281222026
ENSG00000163050	ADCK3	3.143727597
ENSG00000007968	E2F2	3.143643174
ENSG00000150637	CD226	3.133277499
ENSG00000197506	SLC28A3	3.132661113
ENSG00000140368	PSTPIP1	3.131277158
ENSG00000175832	ETV4	3.123199076
ENSG00000106952	TNFSF8	3.122343663
ENSG00000241186	TDGF1	3.1203125
ENSG00000187990	HIST1H2BG	3.119836684
ENSG00000141854	CTB-55O6.8	3.109518715
ENSG00000103522	IL21R	3.106905226
ENSG00000164822	DEFA6	3.102963121
ENSG00000196747	HIST1H2AI	3.089756655
ENSG00000120337	TNFSF18	3.087215304
ENSG00000196169	KIF19	3.086035475
ENSG00000145569	FAM105A	3.083200593
ENSG00000154930	ACSS1	3.080705491
ENSG00000154646	TMPRSS15	3.078540574
ENSG00000169248	CXCL11	3.074715734
ENSG00000239218	RPS20P22	-3.136030013
ENSG00000138755	CXCL9	3.073033637
ENSG00000085265	FCN1	3.071600073
ENSG00000100453	GZMB	3.067355613
ENSG00000172238	ATOH1	3.065631906
ENSG00000162896	PIGR	3.054387054
ENSG00000162878	PKDCC	3.047789745
ENSG00000112280	COL9A1	3.047537791
ENSG00000166523	CLEC4E	3.045639407
ENSG00000152078	TMEM56	3.036029055
ENSG00000136250	AOAH	3.033921612
ENSG00000007062	PROM1	3.021390178
ENSG00000160791	CCR5	3.019466781
ENSG00000198339	HIST1H4I	3.010339903
ENSG00000198478	SH3BGRL2	3.009727856
ENSG00000164816	DEFA5	3.005417935
ENSG00000116299	KIAA1324	3.00333794
ENSG00000146285	SCML4	3.000053068
ENSG00000081041	CXCL2	2.995705369
ENSG00000121895	TMEM156	2.993355789
ENSG00000151468	CCDC3	2.989179858
ENSG00000173578	XCR1	2.987889224
ENSG00000184825	HIST1H2AH	2.985408089
ENSG00000157303	SUSD3	2.981017317
ENSG00000268220	AC008040.1	2.979171639
ENSG00000089012	SIRPG	2.977533197
ENSG00000111275	ALDH2	2.973888251
ENSG00000185905	C16orf54	2.969644539
ENSG00000173702	MUC13	2.965633757
ENSG00000115956	PLEK	2.964640326
ENSG00000183010	PYCR1	2.964547708
ENSG00000093072	CECR1	2.963808674
ENSG00000104371	DKK4	2.958232255
ENSG00000111863	ADTRP	2.95820258
ENSG00000269404	SPIB	2.956779791
ENSG00000168685	IL7R	2.946928961
ENSG00000165178	NCF1C	3.142461297
ENSG00000176927	EFCAB5	2.945900058
ENSG00000101082	SLA2	2.94526117
ENSG00000118017	A4GNT	2.945054621
ENSG00000187699	C2orf88	2.936217261
ENSG00000182853	VMO1	2.927600124
ENSG00000109654	TRIM2	2.927059175
ENSG00000007952	NOX1	2.920961868
ENSG00000050730	TNIP3	2.916785443
ENSG00000143119	CD53	2.912205961
ENSG00000204613	TRIM10	2.906720761
ENSG00000145384	FABP2	2.900777632
ENSG00000127249	ATP13A4	2.898163445
ENSG00000139737	SLAIN1	2.889685386
ENSG00000130768	SMPDL3B	2.885586199
ENSG00000165188	RNF183	2.884290334
ENSG00000184956	MUC6	2.874299904
ENSG00000135426	TESPA1	2.870383216
ENSG00000137266	SLC22A23	2.867929128
ENSG00000121807	CCR2	2.865525319
ENSG00000143195	ILDR2	2.863322975
ENSG00000198374	HIST1H2AL	2.863079068
ENSG00000167861	HID1	2.86191703
ENSG00000059377	TBXAS1	2.860122655
ENSG00000181631	P2RY13	2.85979361
ENSG00000247516	RP11-480D4.3	3.12511704
ENSG00000090402	SI	2.858212772
ENSG00000178562	CD28	2.845658687
ENSG00000019102	VSIG2	2.843840657
ENSG00000136826	KLF4	2.841828904
ENSG00000257594	GALNT4	2.838910086
ENSG00000091138	SLC26A3	2.830046857
ENSG00000130038	EFCAB4B	2.829784
ENSG00000162654	GBP4	2.826489831
ENSG00000114812	VIPR1	2.826143214
ENSG00000164237	CMBL	2.823425454
ENSG00000169413	RNASE6	2.820513328
ENSG00000120586	MRC1	2.817566701
ENSG00000137501	SYTL2	2.811431155
ENSG00000180347	CCDC129	2.810165562
ENSG00000175857	GAPT	2.805045361
ENSG00000180535	BHLHA15	2.800722056
ENSG00000230316	FEZF1-AS1	3.072746504
ENSG00000146205	ANO7	2.79380668
ENSG00000159307	SCUBE1	2.791450844
ENSG00000163564	PYHIN1	2.788982396
ENSG00000254838	GVINP1	3.208282647
ENSG00000197914	HIST1H4K	2.782497176
ENSG00000106034	CPED1	2.782108533
ENSG00000182021	RP11-381O7.3	-2.96681116
ENSG00000174944	P2RY14	2.781788734
ENSG00000165730	STOX1	2.780768912
ENSG00000049249	TNFRSF9	2.78034464
ENSG00000133574	GIMAP4	2.771173901
ENSG00000162782	TDRD5	2.770814183
ENSG00000120693	SMAD9	2.753679691
ENSG00000108405	P2RX1	2.751114592
ENSG00000162511	LAPTM5	2.744466648
ENSG00000186479	RGS7BP	2.742440946
ENSG00000143248	RGS5	2.73955721
ENSG00000223477	RP11-314P12.2	-2.895497177
ENSG00000102010	BMX	2.738659684
ENSG00000144485	HES6	2.737582002
ENSG00000143429	AC027612.6	-3.060435432
ENSG00000132514	CLEC10A	2.737248793
ENSG00000204287	HLA-DRA	2.722245591
ENSG00000250722	SEPP1	2.719953133
ENSG00000163563	MNDA	2.718329154
ENSG00000205502	C2CD4B	2.716133648
ENSG00000255819	KLRK1	2.711136406
ENSG00000170615	SLC26A5	2.706055367
ENSG00000139629	GALNT6	2.705006585
ENSG00000203817	FAM72C	2.699937955
ENSG00000198821	CD247	2.695752113
ENSG00000196167	C11orf92	2.695705041
ENSG00000204614	TRIM40	2.690973985
ENSG00000260537	DDX19B	2.687704147
ENSG00000198488	B3GNT6	2.686491444
ENSG00000113303	BTNL8	2.682592075
ENSG00000223865	HLA-DPB1	2.682203783
ENSG00000111110	PPM1H	2.682184894
ENSG00000112562	SMOC2	2.680044263
ENSG00000162174	ASRGL1	2.673969636
ENSG00000231389	HLA-DPA1	2.672299036
ENSG00000197629	MPEG1	2.670993186
ENSG00000160181	TFF2	2.668550546
ENSG00000163606	CD200R1	2.66736974
ENSG00000224093	RP5-1033H22.2	2.960460982
ENSG00000139874	SSTR1	2.666972534
ENSG00000266010	RP11-627G18.3	3.000519185
ENSG00000112837	TBX18	2.662833897
ENSG00000160180	TFF3	2.661507617
ENSG00000163364	AC017048.3	-2.969530277
ENSG00000205089	CCNI2	2.659791925
ENSG00000179144	GIMAP7	2.654242857
ENSG00000229314	ORM1	2.650178662
ENSG00000163815	CLEC3B	2.646897279
ENSG00000184357	HIST1H1B	2.644321754
ENSG00000137757	CASP5	2.639491764
ENSG00000145703	IQGAP2	2.632468644
ENSG00000138449	SLC40A1	2.632037157
ENSG00000174123	TLR10	2.627815667
ENSG00000150051	MKX	2.609471989
ENSG00000248329	RP11-366M4.3	2.887057624
ENSG00000180828	BHLHE22	2.607771822
ENSG00000197409	HIST1H3D	2.606159955
ENSG00000114805	PLCH1	2.601501381
ENSG00000016391	CHDH	2.597090873
ENSG00000106069	CHN2	2.596897774
ENSG00000261521	RP11-408H20.1	-2.856949117
ENSG00000072858	SIDT1	2.59030737
ENSG00000129538	RNASE1	2.586937613
ENSG00000047597	XK	2.581888625
ENSG00000160182	TFF1	2.581517786
ENSG00000115085	ZAP70	2.581251195
ENSG00000258791	LINC00520	-2.764566587
ENSG00000132437	DDC	2.580914838
ENSG00000182890	GLUD2	2.579501872
ENSG00000171476	HOPX	2.571542302
ENSG00000170373	CST1	2.560441873
ENSG00000236933	RP11-439A17.7	2.803810289
ENSG00000164379	FOXQ1	2.551463602
ENSG00000141401	IMPA2	2.547276132
ENSG00000147642	SYBU	2.54440917
ENSG00000245848	CEBPA	2.542608783
ENSG00000106541	AGR2	2.53677271
ENSG00000159618	GPR114	2.529447907
ENSG00000134323	MYCN	2.528864725
ENSG00000188175	HEPACAM2	2.528733236
ENSG00000165186	PTCHD1	2.527025615
ENSG00000111796	KLRB1	2.52036533
ENSG00000110245	APOC3	2.510573355
ENSG00000078596	ITM2A	2.505192022
ENSG00000133937	GSC	2.503185886
ENSG00000172461	FUT9	2.501148525
ENSG00000074370	ATP2A3	2.500157193
ENSG00000188389	PDCD1	2.499529886
ENSG00000229656	RP11-462L8.1	-2.768130615
ENSG00000240338	RP11-331F4.4	-2.700840416
ENSG00000237892	KLF7-IT1	-2.817110131
ENSG00000259974	LINC00261	3.064995514
ENSG00000006747	SCIN	2.499513253
ENSG00000165376	CLDN2	2.495577673
ENSG00000172575	RASGRP1	2.493251666
ENSG00000244004	RP11-1396O13.2	2.776091444
ENSG00000178445	GLDC	2.492002979
ENSG00000151364	KCTD14	2.489806729
ENSG00000112379	KIAA1244	2.484200212
ENSG00000255468	RP11-867G23.8	2.481131541
ENSG00000158488	CD1E	2.479335079
ENSG00000169245	CXCL10	2.472637723
ENSG00000117586	TNFSF4	2.461606528
ENSG00000111341	MGP	2.461201396
ENSG00000074706	IPCEF1	2.45920534
ENSG00000257764	RP11-1143G9.4	2.787573082
ENSG00000213412	RP11-314P12.3	-2.745766332
ENSG00000169385	RNASE2	2.458316224
ENSG00000204252	HLA-DOA	2.453239856
ENSG00000131771	PPP1R1B	2.452599413
ENSG00000122574	WIPF3	2.448089471
ENSG00000108602	ALDH3A1	2.442153429
ENSG00000243742	RPLP0P2	-2.899431805
ENSG00000197153	HIST1H3J	2.433215738
ENSG00000164161	HHIP	2.431740784
ENSG00000186188	O3FAR1	2.428980608
ENSG00000121898	CPXM2	2.428295403
ENSG00000196226	HIST1H2BB	2.427801404
ENSG00000107821	KAZALD1	2.423678175
ENSG00000105374	NKG7	2.421490742
ENSG00000124575	HIST1H1D	2.420848981
ENSG00000107742	SPOCK2	2.415552547
ENSG00000118971	CCND2	2.408028789
ENSG00000122121	XPNPEP2	2.402740163
ENSG00000116711	PLA2G4A	2.401511874
ENSG00000205916	DAZ4	2.401334232
ENSG00000065325	GLP2R	2.398393919
ENSG00000214274	ANG	2.390791915
ENSG00000094963	FMO2	2.386950189
ENSG00000196188	CTSE	2.38442544
ENSG00000215182	MUC5AC	2.379694789
ENSG00000076554	TPD52	2.379485169
ENSG00000127951	FGL2	2.367129329
ENSG00000142484	TM4SF5	2.364993549
ENSG00000260401	RP11-800A3.4	-2.806534436
ENSG00000258395	RP11-65I12.1	-2.65739776
